Canalicularmultispecificorganicaniontransporter1
Canalicularmultispecificorganicaniontransporter2
Multidrugresistanceprotein3
Bilesaltexportpump
Solutecarrierfamily22member8
Multidrugresistanceprotein1
Multidrugresistance-associatedprotein1
Solutecarrierorganicaniontransporterfamilymember2A1
Multidrugresistance-associatedprotein5
Solutecarrierorganicaniontransporterfamilymember1A2
ATP-bindingcassettesub-familyGmember2
Solutecarrierfamily22member1
Solutecarrierfamily22member6
Solutecarrierorganicaniontransporterfamilymember2B1
Solutecarrierorganicaniontransporterfamilymember3A1
Solutecarrierfamily22member2
Solutecarrierfamily22member4
Solutecarrierfamily15member1
Solutecarrierfamily15member2
Solutecarrierfamily22member3
Solutecarrierfamily22member5
Solutecarrierfamily22member11
Solutecarrierfamily22member7
Solutecarrierorganicaniontransporterfamilymember1B1
Solutecarrierorganicaniontransporterfamilymember1B3
Multidrugresistance-associatedprotein4
Multidrugandtoxinextrusionprotein1
Solutecarrierfamily22member10
Ilealsodium/bileacidcotransporter
Sodium/bileacidcotransporter
Multidrugresistance-associatedprotein7
Solutecarrierorganicaniontransporterfamilymember1C1
Monocarboxylatetransporter10
Monocarboxylatetransporter2
Monocarboxylatetransporter1
Antigenpeptidetransporter1
Monocarboxylatetransporter8
ATP-bindingcassettesub-familyBmember5
UDP-glucuronosyltransferase1-1
Multidrugresistance-associatedprotein6
ATP-bindingcassettesub-familyCmember11
Solutecarrierfamily22member12
"Solutecarrierfamily2,facilitatedglucosetransportermember9"
Proton-coupledfolatetransporter
Sodium-dependentdopaminetransporter
Sodium-dependentnoradrenalinetransporter
Sodium-dependentserotonintransporter
Multidrugandtoxinextrusionprotein2
Y+Laminoacidtransporter1
Solutecarrierorganicaniontransporterfamilymember4A1
RalA-bindingprotein1
Organicsolutetransportersubunitbeta
Organicsolutetransportersubunitalpha
"POUdomain,class5,transcriptionfactor1"
Monocarboxylatetransporter4
ATP-bindingcassettesub-familyAmember3
Sodium-coupledmonocarboxylatetransporter1
Equilibrativenucleosidetransporter4
Folatetransporter1
Equilibrativenucleosidetransporter1
Solutecarrierfamily28member3
Solutecarrierorganicaniontransporterfamilymember4C1
ATP-bindingcassettesub-familyAmember5
